interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,timestamp_seconds,response_time_sec,efficiency_score,confidence_norm,impact_score,low_confidence_flag,high_impact_flag,slow_response_flag,low_feedback_flag,risk_score,risk_level
INT-100138,2025-11-04 07:43:31.852205,Marketing,Executive,Which campaign had highest ROI?,Customer,Conversion Rate,Trend Analysis,0.93,2065,5.0,High,,2.065,0.3262642740619902,0.9393939393939394,3.0,0,1,1,0,0.5,Medium Risk
INT-100139,2025-07-23 05:07:31.852208,Operations,Intern,Show monthly revenue trend,Finance,ROI,Trend Analysis,0.66,1664,3.0,Low,,1.664,0.3753753753753754,0.6666666666666667,1.0,0,0,0,0,0.0,Low Risk
INT-100141,2025-12-09 15:46:31.852216,Operations,Intern,Forecast next quarter revenue,Sales,Conversion Rate,Trend Analysis,0.78,1834,1.0,Medium,,1.834,0.3528581510232886,0.787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-100142,2025-08-23 20:28:31.852218,HR,Executive,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.81,293,4.0,Medium,,0.293,0.7733952049497294,0.8181818181818182,2.0,0,0,0,0,0.0,Low Risk
INT-100143,2025-11-16 03:09:31.852220,HR,Executive,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.95,2243,4.0,High,,2.243,0.30835646006783846,0.9595959595959596,3.0,0,1,1,0,0.5,Medium Risk
INT-100144,2025-04-02 13:43:31.852222,HR,Analyst,What is customer churn rate?,Customer,Revenue,Descriptive,0.72,288,1.0,,,0.288,0.7763975155279503,0.7272727272727273,,0,0,0,1,0.1,Low Risk
INT-100145,2025-12-20 23:26:31.852223,HR,Analyst,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.67,2153,2.0,Low,,2.153,0.3171582619727244,0.6767676767676768,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100147,2025-11-15 08:06:31.852227,Finance,Intern,Show monthly revenue trend,Finance,Profit Margin,Predictive,0.7,2461,4.0,High,,2.461,0.2889338341519792,0.7070707070707071,3.0,0,1,1,0,0.5,Medium Risk
INT-100148,2025-11-29 13:34:31.852229,Marketing,Analyst,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.81,1645,3.0,Medium,,1.645,0.3780718336483932,0.8181818181818182,2.0,0,0,0,0,0.0,Low Risk
INT-100149,2025-06-06 15:24:31.852231,HR,Executive,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.71,725,3.0,Medium,,0.725,0.5797101449275363,0.7171717171717171,2.0,0,0,0,0,0.0,Low Risk
INT-100150,2025-10-21 07:04:31.852233,Sales,Executive,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.94,2439,5.0,,,2.439,0.29078220412910727,0.9494949494949495,,0,0,1,0,0.2,Low Risk
INT-100151,2025-05-11 14:05:31.852235,Sales,Manager,Compare sales performance by region,Finance,Conversion Rate,Trend Analysis,0.84,2030,3.0,Medium,,2.03,0.33003300330033003,0.8484848484848485,2.0,0,0,1,0,0.2,Low Risk
INT-100152,2025-11-26 02:41:31.852237,Sales,Intern,Show monthly revenue trend,Revenue,Churn Rate,Predictive,0.6,754,5.0,Low,,0.754,0.5701254275940707,0.6060606060606061,1.0,0,0,0,0,0.0,Low Risk
INT-100153,2025-10-21 00:29:31.852239,Sales,Manager,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.91,880,3.0,High,,0.88,0.5319148936170213,0.9191919191919192,3.0,0,1,0,0,0.3,Medium Risk
INT-100154,2025-04-30 00:02:31.852240,Finance,Executive,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.73,1697,4.0,,,1.697,0.3707823507601038,0.7373737373737373,,0,0,0,0,0.0,Low Risk
INT-100155,2025-05-16 12:07:31.852242,Sales,Manager,Which campaign had highest ROI?,Customer,Revenue,Predictive,0.72,1831,2.0,High,,1.831,0.3532320734722713,0.7272727272727273,3.0,0,1,0,1,0.4,Medium Risk
INT-100156,2025-07-14 17:37:31.852244,HR,Executive,Compare sales performance by region,Finance,Revenue,Predictive,0.75,402,5.0,Medium,,0.402,0.7132667617689015,0.7575757575757576,2.0,0,0,0,0,0.0,Low Risk
INT-100157,2025-11-11 15:05:31.852246,Operations,Manager,Show monthly revenue trend,Marketing,Conversion Rate,Descriptive,0.85,646,4.0,,,0.646,0.6075334143377886,0.8585858585858586,,0,0,0,0,0.0,Low Risk
INT-100158,2025-11-25 09:20:31.852248,Sales,Analyst,Forecast next quarter revenue,Revenue,ROI,Descriptive,0.77,1315,4.0,,,1.315,0.4319654427645788,0.7777777777777778,,0,0,0,0,0.0,Low Risk
INT-100159,2025-07-24 00:22:31.852250,Finance,Manager,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.85,977,1.0,,,0.977,0.5058168942842691,0.8585858585858586,,0,0,0,1,0.1,Low Risk
INT-100160,2025-07-13 21:33:31.852251,Finance,Analyst,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.66,2425,3.0,Medium,,2.425,0.29197080291970806,0.6666666666666667,2.0,0,0,1,0,0.2,Low Risk
INT-100161,2025-03-23 09:08:31.852254,Sales,Analyst,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.98,1886,2.0,High,,1.886,0.3465003465003465,0.98989898989899,3.0,0,1,0,1,0.4,Medium Risk
INT-100162,2025-03-01 16:35:31.852257,Operations,Intern,Compare sales performance by region,Marketing,Revenue,Predictive,0.88,1028,3.0,Medium,,1.028,0.4930966469428008,0.888888888888889,2.0,0,0,0,0,0.0,Low Risk
INT-100163,2026-01-25 01:07:31.852262,Sales,Analyst,Forecast next quarter revenue,Customer,Revenue,Predictive,0.7,758,5.0,Low,,0.758,0.5688282138794084,0.7070707070707071,1.0,0,0,0,0,0.0,Low Risk
INT-100164,2025-05-13 17:04:31.852265,Finance,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Trend Analysis,0.88,2222,5.0,Medium,,2.222,0.31036623215394166,0.888888888888889,2.0,0,0,1,0,0.2,Low Risk
INT-100165,2025-11-11 10:28:31.852269,Marketing,Manager,Which campaign had highest ROI?,Marketing,Conversion Rate,Trend Analysis,0.82,302,2.0,High,,0.302,0.7680491551459293,0.8282828282828283,3.0,0,1,0,1,0.4,Medium Risk
INT-100168,2025-06-25 14:48:31.852278,Sales,Analyst,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.62,315,4.0,Low,,0.315,0.7604562737642586,0.6262626262626263,1.0,0,0,0,0,0.0,Low Risk
INT-100169,2025-12-17 14:35:31.852281,HR,Intern,Compare sales performance by region,Revenue,ROI,Predictive,0.92,1058,4.0,Medium,,1.058,0.4859086491739553,0.9292929292929294,2.0,0,0,0,0,0.0,Low Risk
INT-100171,2025-11-23 17:11:31.852288,Sales,Analyst,Forecast next quarter revenue,Finance,Profit Margin,Descriptive,0.72,1531,4.0,High,,1.531,0.39510075069142636,0.7272727272727273,3.0,0,1,0,0,0.3,Medium Risk
INT-100172,2025-08-29 16:26:31.852291,Marketing,Manager,What is customer churn rate?,Finance,ROI,Predictive,0.65,1128,4.0,Low,,1.128,0.4699248120300752,0.6565656565656566,1.0,0,0,0,0,0.0,Low Risk
INT-100173,2025-03-19 00:21:31.852295,HR,Intern,Show monthly revenue trend,Marketing,Revenue,Trend Analysis,0.79,1006,4.0,High,,1.006,0.4985044865403788,0.797979797979798,3.0,0,1,0,0,0.3,Medium Risk
INT-100174,2025-03-19 10:33:31.852298,HR,Manager,What is customer churn rate?,Sales,Churn Rate,Descriptive,0.8,759,2.0,Medium,,0.759,0.5685048322910745,0.8080808080808082,2.0,0,0,0,1,0.1,Low Risk
INT-100175,2025-09-14 05:43:31.852301,Marketing,Intern,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.87,2274,5.0,,,2.274,0.30543677458766033,0.8787878787878788,,0,0,1,0,0.2,Low Risk
INT-100176,2025-11-15 18:13:31.852305,Finance,Manager,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.98,726,4.0,Medium,,0.726,0.5793742757821553,0.98989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-100177,2025-08-19 04:41:31.852312,Sales,Intern,Show monthly revenue trend,Marketing,ROI,Predictive,0.77,1152,4.0,Medium,,1.152,0.4646840148698885,0.7777777777777778,2.0,0,0,0,0,0.0,Low Risk
INT-100178,2025-07-03 13:16:31.852314,Operations,Executive,Show monthly revenue trend,Customer,Revenue,Predictive,0.76,497,1.0,,,0.497,0.6680026720106881,0.7676767676767677,,0,0,0,1,0.1,Low Risk
INT-100179,2025-10-26 02:59:31.852316,Sales,Manager,What is customer churn rate?,Revenue,ROI,Descriptive,0.74,976,3.0,High,,0.976,0.5060728744939271,0.7474747474747475,3.0,0,1,0,0,0.3,Medium Risk
INT-100180,2025-08-29 04:29:31.852317,Sales,Manager,What is customer churn rate?,Sales,Conversion Rate,Predictive,0.92,560,3.0,Low,,0.56,0.641025641025641,0.9292929292929294,1.0,0,0,0,0,0.0,Low Risk
INT-100181,2025-03-11 02:19:31.852319,Finance,Executive,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.66,703,3.0,Low,,0.703,0.5871990604815033,0.6666666666666667,1.0,0,0,0,0,0.0,Low Risk
INT-100182,2025-08-02 13:41:31.852321,Sales,Executive,Which campaign had highest ROI?,Revenue,Revenue,Descriptive,0.73,2176,5.0,High,,2.176,0.3148614609571788,0.7373737373737373,3.0,0,1,1,0,0.5,Medium Risk
INT-100183,2025-11-21 04:15:31.852323,Marketing,Manager,What is customer churn rate?,Customer,Profit Margin,Predictive,0.88,2277,3.0,Medium,,2.277,0.3051571559353067,0.888888888888889,2.0,0,0,1,0,0.2,Low Risk
INT-100184,2025-06-25 14:06:31.852324,Marketing,Executive,Compare sales performance by region,Customer,Churn Rate,Trend Analysis,0.61,1662,2.0,High,,1.662,0.3756574004507889,0.6161616161616161,3.0,0,1,0,1,0.4,Medium Risk
INT-100185,2025-06-24 13:34:31.852326,HR,Analyst,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.71,2373,4.0,Medium,,2.373,0.2964719833975689,0.7171717171717171,2.0,0,0,1,0,0.2,Low Risk
INT-100186,2025-05-18 16:09:31.852328,Operations,Intern,Show monthly revenue trend,Revenue,Conversion Rate,Predictive,0.85,795,4.0,,,0.795,0.5571030640668524,0.8585858585858586,,0,0,0,0,0.0,Low Risk
INT-100187,2025-06-23 13:25:31.852330,Sales,Intern,Show monthly revenue trend,Marketing,ROI,Trend Analysis,0.67,1789,2.0,Medium,,1.789,0.3585514521333812,0.6767676767676768,2.0,0,0,0,1,0.1,Low Risk
INT-100188,2025-06-13 22:32:31.852332,Sales,Intern,Forecast next quarter revenue,Revenue,ROI,Descriptive,0.72,1589,1.0,High,,1.589,0.3862495171881035,0.7272727272727273,3.0,0,1,0,1,0.4,Medium Risk
INT-100190,2025-11-26 17:25:31.852335,Marketing,Executive,Forecast next quarter revenue,Sales,ROI,Trend Analysis,0.76,462,1.0,Medium,,0.462,0.6839945280437757,0.7676767676767677,2.0,0,0,0,1,0.1,Low Risk
INT-100191,2025-07-20 16:17:31.852337,Operations,Executive,What is customer churn rate?,Sales,Churn Rate,Descriptive,0.64,2063,5.0,Low,,2.063,0.326477309826967,0.6464646464646465,1.0,0,0,1,0,0.2,Low Risk
INT-100192,2025-12-28 15:59:31.852339,HR,Manager,Forecast next quarter revenue,Marketing,ROI,Predictive,0.97,201,3.0,High,,0.201,0.832639467110741,0.9797979797979798,3.0,0,1,0,0,0.3,Medium Risk
INT-100193,2025-03-10 07:48:31.852341,Marketing,Executive,Show monthly revenue trend,Sales,Profit Margin,Trend Analysis,0.62,2133,4.0,High,,2.133,0.31918289179699966,0.6262626262626263,3.0,0,1,1,0,0.5,Medium Risk
INT-100194,2025-10-14 13:07:31.852342,HR,Manager,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.89,593,2.0,Low,,0.593,0.6277463904582549,0.898989898989899,1.0,0,0,0,1,0.1,Low Risk
INT-100195,2025-10-05 02:07:31.852344,Finance,Analyst,Compare sales performance by region,Sales,ROI,Predictive,0.63,505,5.0,Medium,,0.505,0.6644518272425249,0.6363636363636364,2.0,0,0,0,0,0.0,Low Risk
INT-100196,2025-08-12 21:31:31.852346,Finance,Intern,What is customer churn rate?,Sales,Churn Rate,Predictive,0.78,1369,2.0,High,,1.369,0.42211903756859437,0.787878787878788,3.0,0,1,0,1,0.4,Medium Risk
INT-100197,2025-04-25 02:01:31.852348,Sales,Intern,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.67,729,3.0,High,,0.729,0.578368999421631,0.6767676767676768,3.0,0,1,0,0,0.3,Medium Risk
INT-100198,2025-03-22 15:31:31.852350,Operations,Intern,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.66,727,2.0,Medium,,0.727,0.5790387955993052,0.6666666666666667,2.0,0,0,0,1,0.1,Low Risk
INT-100199,2025-11-18 16:17:31.852352,HR,Executive,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.65,1164,5.0,,,1.164,0.4621072088724585,0.6565656565656566,,0,0,0,0,0.0,Low Risk
INT-100200,2026-01-22 23:42:31.852353,Marketing,Manager,Show monthly revenue trend,Finance,ROI,Predictive,0.78,870,5.0,High,,0.87,0.53475935828877,0.787878787878788,3.0,0,1,0,0,0.3,Medium Risk
INT-100201,2025-04-20 06:22:31.852355,Finance,Manager,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.8,2456,3.0,Medium,,2.456,0.28935185185185186,0.8080808080808082,2.0,0,0,1,0,0.2,Low Risk
INT-100202,2025-05-26 08:44:31.852357,Sales,Analyst,Compare sales performance by region,Finance,Churn Rate,Predictive,0.65,1157,3.0,Medium,,1.157,0.46360686138154844,0.6565656565656566,2.0,0,0,0,0,0.0,Low Risk
INT-100203,2025-04-07 03:30:31.852375,Sales,Executive,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.98,2452,5.0,Medium,,2.452,0.28968713789107764,0.98989898989899,2.0,0,0,1,0,0.2,Low Risk
INT-100204,2026-01-07 20:46:31.852377,HR,Analyst,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.7,1913,5.0,High,,1.913,0.3432887058015791,0.7070707070707071,3.0,0,1,0,0,0.3,Medium Risk
INT-100205,2025-11-25 06:19:31.852388,Finance,Manager,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.78,920,4.0,Medium,,0.92,0.5208333333333334,0.787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-100207,2025-07-28 10:40:31.852392,Finance,Intern,Forecast next quarter revenue,Sales,Revenue,Predictive,0.79,1238,3.0,Low,,1.238,0.44682752457551383,0.797979797979798,1.0,0,0,0,0,0.0,Low Risk
INT-100208,2025-10-08 02:58:31.852394,HR,Executive,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.89,756,2.0,,,0.756,0.5694760820045558,0.898989898989899,,0,0,0,1,0.1,Low Risk
INT-100209,2025-07-26 12:25:31.852396,HR,Manager,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.8,1317,2.0,High,,1.317,0.4315925766076823,0.8080808080808082,3.0,0,1,0,1,0.4,Medium Risk
INT-100210,2026-01-08 07:28:31.852398,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Trend Analysis,0.71,2354,4.0,Medium,,2.354,0.2981514609421586,0.7171717171717171,2.0,0,0,1,0,0.2,Low Risk
INT-100211,2025-05-18 15:29:31.852399,HR,Executive,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.7,327,3.0,Medium,,0.327,0.7535795026375283,0.7070707070707071,2.0,0,0,0,0,0.0,Low Risk
INT-100212,2025-06-07 12:51:31.852401,Finance,Analyst,What is customer churn rate?,Marketing,ROI,Predictive,0.9,2193,2.0,Low,,2.193,0.31318509238960224,0.9090909090909092,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100213,2026-01-14 05:25:31.852403,Marketing,Executive,Forecast next quarter revenue,Customer,ROI,Descriptive,0.65,237,3.0,High,,0.237,0.8084074373484236,0.6565656565656566,3.0,0,1,0,0,0.3,Medium Risk
INT-100214,2025-07-22 16:14:31.852405,Finance,Executive,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.74,1832,4.0,High,,1.832,0.3531073446327684,0.7474747474747475,3.0,0,1,0,0,0.3,Medium Risk
INT-100215,2025-05-31 07:35:31.852406,Finance,Manager,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.66,397,2.0,Medium,,0.397,0.7158196134574087,0.6666666666666667,2.0,0,0,0,1,0.1,Low Risk
INT-100216,2025-07-11 16:07:31.852408,HR,Manager,Compare sales performance by region,Sales,Profit Margin,Descriptive,0.7,2254,1.0,Low,,2.254,0.3073140749846343,0.7070707070707071,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100218,2025-07-14 00:32:31.852412,Sales,Manager,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.95,2441,3.0,Medium,,2.441,0.2906131938390003,0.9595959595959596,2.0,0,0,1,0,0.2,Low Risk
INT-100219,2025-11-15 06:53:31.852414,Sales,Manager,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.89,1224,2.0,Low,,1.224,0.44964028776978415,0.898989898989899,1.0,0,0,0,1,0.1,Low Risk
INT-100220,2025-04-19 23:00:31.852415,Marketing,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Descriptive,0.82,1285,4.0,Medium,,1.285,0.437636761487965,0.8282828282828283,2.0,0,0,0,0,0.0,Low Risk
INT-100221,2025-11-15 22:51:31.852417,Sales,Intern,Show monthly revenue trend,Sales,Revenue,Predictive,0.69,1241,5.0,Low,,1.241,0.44622936189201245,0.6969696969696969,1.0,0,0,0,0,0.0,Low Risk
INT-100222,2025-08-02 22:45:31.852419,Finance,Intern,What is customer churn rate?,Revenue,Churn Rate,Trend Analysis,0.8,819,4.0,Medium,,0.819,0.5497526113249038,0.8080808080808082,2.0,0,0,0,0,0.0,Low Risk
INT-100223,2025-07-14 06:36:31.852421,HR,Executive,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.8,1594,3.0,Medium,,1.594,0.3855050115651503,0.8080808080808082,2.0,0,0,0,0,0.0,Low Risk
INT-100224,2026-01-17 04:31:31.852423,Sales,Manager,Forecast next quarter revenue,Sales,ROI,Descriptive,0.83,1794,5.0,High,,1.794,0.35790980672870437,0.8383838383838383,3.0,0,1,0,0,0.3,Medium Risk
INT-100225,2025-04-08 07:51:31.852424,Sales,Intern,Compare sales performance by region,Customer,Conversion Rate,Predictive,0.62,1922,4.0,Medium,,1.922,0.3422313483915127,0.6262626262626263,2.0,0,0,0,0,0.0,Low Risk
INT-100226,2025-09-12 07:38:31.852426,Marketing,Executive,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.98,434,3.0,Medium,,0.434,0.697350069735007,0.98989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-100227,2026-02-06 03:29:31.852428,Marketing,Manager,Forecast next quarter revenue,Finance,Conversion Rate,Trend Analysis,0.78,646,4.0,Low,,0.646,0.6075334143377886,0.787878787878788,1.0,0,0,0,0,0.0,Low Risk
INT-100228,2026-01-20 16:32:31.852430,Finance,Analyst,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.96,809,4.0,Medium,,0.809,0.5527915975677169,0.9696969696969697,2.0,0,0,0,0,0.0,Low Risk
INT-100229,2026-01-07 17:32:31.852432,HR,Manager,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.6,207,4.0,,,0.207,0.828500414250207,0.6060606060606061,,0,0,0,0,0.0,Low Risk
INT-100231,2025-09-04 20:04:31.852436,Sales,Intern,What is customer churn rate?,Marketing,Revenue,Descriptive,0.64,1199,4.0,Low,,1.199,0.45475216007276037,0.6464646464646465,1.0,0,0,0,0,0.0,Low Risk
INT-100232,2025-10-17 13:56:31.852438,HR,Executive,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.9,1534,5.0,Low,,1.534,0.3946329913180742,0.9090909090909092,1.0,0,0,0,0,0.0,Low Risk
INT-100233,2025-07-26 12:45:31.852441,HR,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.72,333,4.0,Medium,,0.333,0.7501875468867217,0.7272727272727273,2.0,0,0,0,0,0.0,Low Risk
INT-100234,2025-10-31 23:39:31.852443,Sales,Intern,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.93,255,3.0,Medium,,0.255,0.7968127490039841,0.9393939393939394,2.0,0,0,0,0,0.0,Low Risk
INT-100235,2025-04-18 18:34:31.852445,Marketing,Manager,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.92,1192,4.0,Low,,1.192,0.45620437956204374,0.9292929292929294,1.0,0,0,0,0,0.0,Low Risk
INT-100236,2025-10-21 20:49:31.852446,Sales,Analyst,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.86,1583,1.0,Low,,1.583,0.3871467286101432,0.8686868686868687,1.0,0,0,0,1,0.1,Low Risk
INT-100237,2025-10-30 12:26:31.852448,HR,Manager,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.86,2194,2.0,High,,2.194,0.31308703819661865,0.8686868686868687,3.0,0,1,1,1,0.6,Medium Risk
INT-100238,2025-05-22 08:40:31.852450,Operations,Manager,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.87,1311,5.0,Medium,,1.311,0.4327131112072696,0.8787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-100239,2025-03-16 09:40:31.852452,Operations,Analyst,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.86,2385,4.0,Medium,,2.385,0.29542097488921715,0.8686868686868687,2.0,0,0,1,0,0.2,Low Risk
INT-100240,2025-08-28 00:54:31.852454,Finance,Intern,Compare sales performance by region,Revenue,Revenue,Predictive,0.75,1723,2.0,,,1.723,0.36724201248622845,0.7575757575757576,,0,0,0,1,0.1,Low Risk
INT-100241,2025-07-06 00:24:31.852456,Sales,Executive,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.87,343,3.0,Medium,,0.343,0.7446016381236039,0.8787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-100242,2025-12-23 14:26:31.852457,Sales,Intern,What is customer churn rate?,Sales,ROI,Descriptive,0.95,2303,2.0,High,,2.303,0.3027550711474417,0.9595959595959596,3.0,0,1,1,1,0.6,Medium Risk
INT-100243,2025-07-14 08:13:31.852459,Finance,Intern,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.73,819,5.0,,,0.819,0.5497526113249038,0.7373737373737373,,0,0,0,0,0.0,Low Risk
INT-100244,2025-12-14 20:38:31.852461,Finance,Manager,Show monthly revenue trend,Revenue,Profit Margin,Predictive,0.97,2086,2.0,Low,,2.086,0.32404406999351915,0.9797979797979798,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100245,2025-08-24 13:58:31.852463,Finance,Executive,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.61,1229,4.0,Medium,,1.229,0.44863167339614174,0.6161616161616161,2.0,0,0,0,0,0.0,Low Risk
INT-100246,2025-03-24 20:38:31.852464,HR,Executive,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.74,2220,4.0,Medium,,2.22,0.3105590062111801,0.7474747474747475,2.0,0,0,1,0,0.2,Low Risk
INT-100247,2025-03-17 09:48:31.852466,Sales,Intern,What is customer churn rate?,Revenue,ROI,Descriptive,0.65,1608,3.0,High,,1.608,0.3834355828220859,0.6565656565656566,3.0,0,1,0,0,0.3,Medium Risk
